# total absorption
# photon energy cm2/g    
    0.0010000000       1567.0000
    0.0015000000       533.30000
    0.0018390000       307.10000
    0.0018390000       3191.0000
    0.0020000000       2775.0000
    0.0030000000       976.70000
    0.0040000000       451.40000
    0.0050000000       243.90000
    0.0060000000       145.90000
    0.0080000000       63.890000
     0.010000000       33.260000
     0.015000000       9.9770000
     0.020000000       4.2290000
     0.030000000       1.3110000
     0.040000000      0.62210000
     0.050000000      0.38450000
     0.060000000      0.28150000
     0.080000000      0.19950000
      0.10000000      0.16820000
      0.15000000      0.13770000
      0.20000000      0.12350000
      0.30000000      0.10630000
      0.40000000     0.095090000
      0.50000000     0.086810000
      0.60000000     0.080310000
      0.80000000     0.070560000
       1.0000000     0.063440000
       1.0220000     0.062770000
       1.2500000     0.056770000
       1.5000000     0.051750000
       2.0000000     0.044760000
       2.0440000     0.044290000
       3.0000000     0.036770000
       4.0000000     0.032390000
       5.0000000     0.029670000
       6.0000000     0.027870000
       7.0000000     0.026630000
       8.0000000     0.025740000
       9.0000000     0.025090000
       10.000000     0.024610000
       11.000000     0.024250000
       12.000000     0.023980000
       13.000000     0.023770000
       14.000000     0.023620000
       15.000000     0.023520000
       16.000000     0.023450000
       18.000000     0.023380000
       20.000000     0.023380000
       22.000000     0.023430000
       24.000000     0.023510000
       26.000000     0.023610000
       28.000000     0.023720000
       30.000000     0.023850000
       40.000000     0.024550000
       50.000000     0.025220000
       60.000000     0.025830000
       80.000000     0.026850000
       100.00000     0.027640000
       150.00000     0.029050000
       200.00000     0.029960000
       300.00000     0.031110000
       400.00000     0.031810000
       500.00000     0.032290000
       600.00000     0.032630000
       800.00000     0.033120000
       1000.0000     0.033440000
       1500.0000     0.033900000
       2000.0000     0.034150000
       3000.0000     0.034440000
       4000.0000     0.034610000
       5000.0000     0.034690000
       6000.0000     0.034780000
       8000.0000     0.034860000
       10000.000     0.034930000
       15000.000     0.034990000
       20000.000     0.035030000
       30000.000     0.035100000
       40000.000     0.035120000
       50000.000     0.035120000
       60000.000     0.035150000
       80000.000     0.035150000
       100000.00     0.035170000
